Name,Org,Savant_Level,Player_Type,Pos,Age,PA,Pitches,PS Score,xwOBA,wOBA,Evidence_Score,Confidence,Confidence_Label,Pipeline_Rank,Composite_Rank,MLBAMID,Composite_MLBAMID,Prior_Value,Prospect_Update,Updated_Prospect_Value,Avg_Salary,Last10_Salary,Roster%,Match_Status,Savant_File
Seth Hernandez,PIT,A,pitcher,SP,19,102,371,1.000,0.179,0.212,0.986,0.457,Medium,3.000,38.000,815825,815825,25.000,3.552,28.552,0.000,0.000,0.000,name_org,A_pitchers_YTD_5_14.csv
Trey Yesavage,TOR,AAA,pitcher,SP,22,33,135,0.749,0.303,0.436,0.625,0.319,Medium,5.000,17.000,702056,702056,25.000,0.638,25.638,7.350,12.100,100.000,name_org,AAA_pitchers_YTD_5_14.csv
Bryce Eldridge,SFG,AAA,hitter,1B/DH,21,136,571,0.982,0.958,0.919,0.975,1.000,High,18.000,,805811,,15.000,7.595,22.595,5.700,5.300,99.301,name_org,AAA_hitters_YTD_5_14.csv
Travis Bazzana,CLE,AAA,hitter,2B,23,116,484,0.991,0.798,0.863,0.933,0.866,High,13.000,25.000,683953,683953,15.000,6.002,21.002,7.140,6.500,100.000,name_org,AAA_hitters_YTD_5_14.csv
Walker Jenkins,MIN,AAA,hitter,OF,21,111,401,1.000,0.565,0.620,0.869,0.918,High,12.000,7.000,805805,805805,15.000,5.424,20.424,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Spencer Strider,ATL,AAA,pitcher,SP,27,35,147,0.947,0.252,0.211,0.835,0.259,Medium,,,,,17.802,1.388,19.190,19.780,15.600,99.301,savant_only,AAA_pitchers_YTD_5_14.csv
Thomas White,MIA,AAA,pitcher,SP,21,61,294,0.980,0.258,0.306,0.847,0.729,High,14.000,15.000,806258,806258,15.000,4.047,19.047,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Max Clark,DET,AAA,hitter,OF,21,162,644,0.916,0.318,0.303,0.736,1.000,High,8.000,6.000,703601,703601,15.000,3.781,18.781,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Colt Emerson,SEA,AAA,hitter,SS,20,153,595,0.614,0.286,0.577,0.516,1.000,High,6.000,9.000,806068,806068,15.000,0.255,15.255,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Bryce Rainer,DET,A,hitter,SS,20,49,209,0.914,0.590,0.201,0.817,0.190,Low,46.000,20.000,800614,800614,13.000,0.603,13.603,0.000,0.000,0.000,name_org,A_hitters_YTD_5_14.csv
Hagen Smith,CHW,AAA,pitcher,SP,22,112,485,0.992,0.254,0.297,0.861,1.000,High,50.000,86.000,696146,696146,8.000,3.615,11.615,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Kaelen Culpepper,MIN,AAA,hitter,SS,23,173,674,0.958,0.599,0.595,0.850,1.000,High,39.000,50.000,701785,701785,8.000,3.503,11.503,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Robby Snelling,MIA,AAA,pitcher,SP,22,109,490,0.970,0.266,0.217,0.828,1.000,High,28.000,35.000,702281,702281,8.000,3.277,11.277,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Jackson Holliday,BAL,AAA,hitter,2B,22,54,215,0.154,0.117,0.017,0.143,0.425,Medium,,,,,12.438,-1.214,11.224,13.820,13.400,100.000,savant_only,AAA_hitters_YTD_5_14.csv
Ryan Waldschmidt,ARI,AAA,hitter,OF,23,153,614,0.910,0.447,0.779,0.771,1.000,High,33.000,29.000,814439,814439,8.000,2.709,10.709,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Joe Mack,MIA,AAA,hitter,C,23,102,431,0.883,0.779,0.587,0.851,0.762,High,44.000,87.000,691788,691788,8.000,2.676,10.676,1.820,2.100,26.573,name_org,AAA_hitters_YTD_5_14.csv
Gage Jump,ATH,AAA,pitcher,SP,23,128,564,0.960,0.313,0.385,0.746,1.000,High,41.000,55.000,695611,695611,8.000,2.464,10.464,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
JoJo Parker,TOR,A,hitter,3B/SS,19,135,635,0.993,0.802,0.701,0.936,0.554,High,32.000,46.000,828098,828098,8.000,2.415,10.415,0.000,0.000,0.000,name_org,A_hitters_YTD_5_14.csv
George Lombard Jr.,NYY,AAA,hitter,SS,20,59,235,0.997,0.964,0.289,0.987,0.492,Medium,21.000,,806146,,8.000,2.395,10.395,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Jonah Tong,NYM,AAA,pitcher,SP,22,153,653,0.935,0.313,0.303,0.730,1.000,High,36.000,37.000,804636,804636,8.000,2.300,10.300,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
A.J. Ewing,NYM,AAA,hitter,OF,21,51,182,0.994,0.973,0.654,0.988,0.422,Medium,34.000,76.000,805999,805999,8.000,2.056,10.056,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Noah Schultz,CHW,AAA,pitcher,SP,22,45,166,1.000,0.149,0.146,1.000,0.392,Medium,27.000,65.000,702273,702273,8.000,1.959,9.959,3.540,6.300,99.301,name_org,AAA_pitchers_YTD_5_14.csv
Jasson Domínguez,NYY,AAA,hitter,OF,23,105,402,0.988,0.895,0.798,0.960,0.784,High,,,,,6.840,2.885,9.725,7.600,6.500,97.902,savant_only,AAA_hitters_YTD_5_14.csv
Angel Genao,CLE,AAA,hitter,SS,21,37,129,0.949,0.432,0.901,0.794,0.306,Medium,47.000,83.000,694197,694197,8.000,0.899,8.899,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Jett Williams,MIL,AAA,hitter,SS,22,177,708,0.804,0.414,0.410,0.687,1.000,High,60.000,39.000,702518,702518,7.000,1.872,8.872,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Edward Florentino,PIT,A,hitter,OF,19,40,161,0.986,1.000,1.000,0.990,0.164,Low,37.000,32.000,821273,821273,8.000,0.805,8.805,0.000,0.000,0.000,name_org,A_hitters_YTD_5_14.csv
Payton Tolle,BOS,AAA,pitcher,SP,23,61,220,0.997,0.200,0.274,0.951,0.493,Medium,,30.000,,801139,7.000,1.777,8.777,4.520,5.400,99.301,name_org,AAA_pitchers_YTD_5_14.csv
Braden Montgomery,CHW,AAA,hitter,OF,23,37,128,0.328,0.143,0.370,0.273,0.276,Medium,24.000,54.000,695731,695731,8.000,-0.628,7.372,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Pedro Ramírez,CHC,AAA,hitter,2B/3B,22,174,690,0.973,0.637,0.828,0.872,1.000,High,87.000,380.000,699393,699393,3.000,3.721,6.721,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Emmanuel Rodriguez,MIN,AAA,hitter,OF,23,108,461,0.985,0.902,0.846,0.960,0.806,High,54.000,59.000,691181,691181,3.000,3.710,6.710,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Charlie Condon,COL,AAA,hitter,1B/OF,23,158,621,0.919,0.690,0.502,0.850,1.000,High,75.000,77.000,809707,809707,3.000,3.500,6.500,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Logan Henderson,MIL,AAA,pitcher,SP,24,70,286,0.955,0.242,0.219,0.856,0.606,High,83.000,98.000,701656,701656,4.248,2.159,6.407,4.720,4.300,98.601,name_org,AAA_pitchers_YTD_5_14.csv
Luis Lara,MIL,AAA,hitter,OF,21,166,649,0.964,0.520,0.949,0.831,1.000,High,96.000,277.000,800325,800325,3.000,3.306,6.306,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Cooper Pratt,MIL,AAA,hitter,SS,21,147,562,0.928,0.599,0.280,0.829,1.000,High,66.000,81.000,806198,806198,3.000,3.292,6.292,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Spencer Jones,NYY,AAA,hitter,DH/OF,25,142,574,0.864,0.994,0.863,0.903,0.947,High,,93.000,,682987,3.000,3.054,6.054,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Didier Fuentes,ATL,AAA,pitcher,SP,20,63,241,0.995,0.261,0.254,0.852,0.603,High,78.000,116.000,800311,800311,3.663,2.121,5.784,4.070,3.100,95.804,name_org,AAA_pitchers_YTD_5_14.csv
Cooper Ingle,CLE,AAA,hitter,C,24,85,395,0.934,0.970,0.997,0.945,0.601,High,73.000,149.000,694876,694876,3.000,2.670,5.670,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Ryan Clifford,NYM,AAA,hitter,1B/OF,22,157,657,0.913,0.630,0.410,0.828,1.000,High,,94.000,,691775,3.000,2.622,5.622,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Joshua Báez,STL,AAA,hitter,OF,22,156,601,0.810,0.553,0.502,0.733,1.000,High,68.000,64.000,695491,695491,3.000,2.330,5.330,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Esmerlyn Valdez,PIT,AAA,hitter,OF,22,169,701,0.967,0.940,0.620,0.959,1.000,High,,108.000,,699013,1.500,3.670,5.170,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Elmer Rodríguez,NYY,AAA,pitcher,SP,22,98,409,0.834,0.282,0.277,0.714,0.965,High,63.000,,695684,,3.000,2.066,5.066,2.010,1.500,50.350,name_org,AAA_pitchers_YTD_5_14.csv
Kemp Alderman,MIA,AAA,hitter,OF,23,155,605,0.940,0.952,0.717,0.943,1.000,High,,148.000,,694580,1.500,3.547,5.047,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Mitchell Parker,WSN,AAA,pitcher,SP,26,53,206,0.756,0.274,0.343,0.676,0.387,Medium,,,,,4.500,0.546,5.046,5.000,1.200,2.098,savant_only,AAA_pitchers_YTD_5_14.csv
Sterlin Thompson,COL,AAA,hitter,OF,24,156,585,0.937,0.932,0.953,0.935,1.000,High,,267.000,,694514,1.500,3.483,4.983,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Carlos Lagrange,NYY,AAA,pitcher,SP,22,145,615,0.945,0.338,0.346,0.697,1.000,High,76.000,79.000,801739,801739,3.000,1.968,4.968,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Edwin Arroyo,CIN,AAA,hitter,SS,22,185,632,0.961,0.855,0.914,0.929,1.000,High,,281.000,,695490,1.500,3.434,4.934,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Henry Bolte,ATH,AAA,hitter,OF,22,177,606,0.970,0.828,0.973,0.927,1.000,High,,160.000,,703607,1.500,3.419,4.919,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
JJ Bleday,CIN,AAA,hitter,OF,28,104,420,0.581,0.997,0.985,0.706,0.569,High,,,,,3.825,0.937,4.762,3.740,5.000,63.636,savant_only,AAA_hitters_YTD_5_14.csv
Brody Hopkins,TBR,AAA,pitcher,SP,24,153,611,0.912,0.342,0.346,0.669,1.000,High,86.000,,811315,,3.000,1.692,4.692,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Sam Antonacci,CHW,AAA,hitter,OF,23,64,269,0.873,0.988,0.946,0.908,0.478,Medium,,201.000,,803011,3.060,1.559,4.619,2.870,4.000,93.706,name_org,AAA_hitters_YTD_5_14.csv
Javier Assad,CHC,AAA,pitcher,SP,28,39,137,0.055,0.416,0.486,0.036,0.225,Low,,,,,5.431,-0.834,4.597,6.000,7.100,1.399,savant_only,AAA_pitchers_YTD_5_14.csv
Jace Jung,DET,AAA,hitter,3B,25,147,626,0.777,0.630,0.611,0.733,0.980,High,,795.000,,690291,2.700,1.825,4.525,3.000,1.600,0.699,name_org,AAA_hitters_YTD_5_14.csv
JR Ritchie,ATL,AAA,pitcher,SP,22,106,434,0.802,0.309,0.269,0.650,1.000,High,61.000,,702275,,3.000,1.498,4.498,2.740,3.600,82.517,name_org,AAA_pitchers_YTD_5_14.csv
Connor Prielipp,MIN,AAA,pitcher,SP,25,61,276,0.894,0.327,0.293,0.682,0.552,High,,183.000,,687570,3.596,0.802,4.398,3.520,4.700,89.510,name_org,AAA_pitchers_YTD_5_14.csv
Jimmy Crooks,STL,AAA,hitter,C,24,137,592,0.825,0.985,0.931,0.873,0.968,High,,285.000,,699625,1.500,2.890,4.390,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Zac Veen,COL,AAA,hitter,OF,24,149,583,0.898,0.741,0.735,0.851,1.000,High,,250.000,,691728,1.500,2.805,4.305,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Kevin Alcántara,CHC,AAA,hitter,OF,23,153,607,0.852,0.810,0.840,0.840,1.000,High,,144.000,,682634,1.500,2.718,4.218,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Gage Wood,PHI,A,pitcher,SP,22,75,302,0.931,0.218,0.270,0.879,0.312,Medium,71.000,166.000,805906,805906,3.000,1.182,4.182,0.000,0.000,0.000,name_org,A_pitchers_YTD_5_14.csv
Cole Carrigg,COL,AAA,hitter,OF,24,166,618,0.880,0.729,0.914,0.834,1.000,High,,151.000,,694249,1.500,2.675,4.175,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Ronny Mauricio,NYM,AAA,hitter,2B/3B,25,63,242,0.840,0.967,0.908,0.878,0.420,Medium,,,,,2.889,1.271,4.160,3.210,2.300,9.790,savant_only,AAA_hitters_YTD_5_14.csv
Gregory Santos,SFG,AAA,pitcher,RP,26,50,169,0.302,0.283,0.311,0.366,0.318,Medium,,,,,4.500,-0.340,4.160,5.000,1.400,0.699,savant_only,AAA_pitchers_YTD_5_14.csv
Christian Scott,NYM,AAA,pitcher,SP,26,58,223,0.925,0.267,0.340,0.797,0.419,Medium,,553.000,,681035,3.136,0.995,4.132,2.560,4.100,44.056,name_org,AAA_pitchers_YTD_5_14.csv
Jeferson Quero,MIL,AAA,hitter,C,23,137,492,0.892,0.637,0.380,0.815,1.000,High,,104.000,,691620,1.500,2.522,4.022,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Sam Aldegheri,LAA,AAA,pitcher,SP,24,132,515,0.497,0.293,0.376,0.478,1.000,High,,542.000,,691951,4.131,-0.179,3.952,1.000,5.400,0.699,name_org,AAA_pitchers_YTD_5_14.csv
Colby Thomas,ATH,AAA,hitter,OF,25,78,292,0.789,0.819,0.908,0.798,0.520,Medium,,549.000,,687515,2.700,1.240,3.940,3.000,1.800,13.986,name_org,AAA_hitters_YTD_5_14.csv
Héctor Rodríguez,CIN,AAA,hitter,OF,22,189,710,0.922,0.520,0.449,0.801,1.000,High,,142.000,,699302,1.500,2.408,3.908,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Nestor German,BAL,AAA,pitcher,SP,24,157,630,0.927,0.270,0.298,0.794,1.000,High,,251.000,,815148,1.500,2.348,3.848,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Kahlil Watson,CLE,AAA,hitter,SS/OF,23,159,673,0.979,0.753,0.869,0.911,1.000,High,,306.000,,696135,0.500,3.289,3.789,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Mitch Bratt,ARI,AAA,pitcher,SP,22,113,459,0.864,0.253,0.251,0.780,1.000,High,,226.000,,683352,1.500,2.238,3.738,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
James Tibbs III,LAD,AAA,hitter,OF,23,181,767,0.952,0.940,0.892,0.948,1.000,High,,,,,0.000,3.586,3.586,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Tyson Lewis,CIN,A,hitter,SS,20,58,240,0.863,0.522,0.094,0.761,0.225,Low,,92.000,,815653,3.000,0.470,3.470,0.000,0.000,0.000,name_org,A_hitters_YTD_5_14.csv
Jaxon Wiggins,CHC,AAA,pitcher,SP,24,36,133,0.867,0.329,0.338,0.660,0.282,Medium,90.000,61.000,694393,694393,3.000,0.453,3.453,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Spencer Arrighetti,HOU,AAA,pitcher,SP,26,54,211,0.731,0.312,0.210,0.599,0.397,Medium,,,,,3.136,0.315,3.452,3.450,4.100,91.608,savant_only,AAA_pitchers_YTD_5_14.csv
River Ryan,LAD,AAA,pitcher,SP,27,33,119,0.771,0.270,0.357,0.692,0.209,Low,81.000,145.000,689981,689981,3.000,0.403,3.403,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Nick Morabito,NYM,AAA,hitter,OF,23,152,635,0.931,0.703,0.449,0.863,1.000,High,,373.000,,703492,0.500,2.900,3.400,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Chase Petty,CIN,AAA,pitcher,SP,23,125,499,0.869,0.349,0.330,0.630,1.000,High,,318.000,,695534,2.340,1.042,3.382,2.600,1.500,3.497,name_org,AAA_pitchers_YTD_5_14.csv
Jesus Rodriguez,SFG,AAA,hitter,C,24,115,376,0.651,0.866,0.690,0.715,0.813,High,,,,,1.980,1.399,3.379,2.200,1.900,13.986,savant_only,AAA_hitters_YTD_5_14.csv
LuJames Groover,ARI,AAA,hitter,3B,24,184,814,0.828,0.492,0.699,0.728,1.000,High,,214.000,,694410,1.500,1.820,3.320,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Blaze Jordan,STL,AAA,hitter,1B/3B,23,149,511,0.925,0.682,0.854,0.852,1.000,High,,396.000,,691458,0.500,2.816,3.316,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Jacob Gonzalez,CHW,AAA,hitter,2B/SS,23,177,729,0.849,0.848,0.943,0.849,1.000,High,,874.000,,694378,0.500,2.792,3.292,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Jack Perkins,ATH,AAA,pitcher,RP,26,31,135,0.736,0.291,0.285,0.636,0.254,Medium,,541.000,,678022,3.015,0.276,3.291,3.350,3.400,90.210,name_org,AAA_pitchers_YTD_5_14.csv
Cade Povich,BAL,AAA,pitcher,SP,26,66,254,0.907,0.244,0.339,0.822,0.478,Medium,,,,,2.043,1.230,3.273,2.270,1.100,10.490,savant_only,AAA_pitchers_YTD_5_14.csv
Tanner McDougal,CHW,AAA,pitcher,SP,23,98,390,0.967,0.314,0.270,0.750,0.874,High,,141.000,,701780,1.500,1.745,3.245,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Brock Wilken,MIL,AAA,hitter,3B,23,159,671,0.846,0.414,0.268,0.717,1.000,High,,155.000,,694385,1.500,1.734,3.234,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Miguel Ullola,HOU,AAA,pitcher,SP,23,142,580,0.874,0.298,0.344,0.715,1.000,High,,297.000,,699044,1.500,1.718,3.218,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Yanquiel Fernández,NYY,AAA,hitter,DH/OF,23,138,502,0.855,0.791,0.595,0.836,1.000,High,,1071.000,,692585,0.500,2.688,3.188,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Abimelec Ortiz,WSN,AAA,hitter,1B,24,129,481,0.955,0.895,0.587,0.937,0.912,High,,,,,0.000,3.185,3.185,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Trey Gibson,BAL,AAA,pitcher,SP,23,112,435,0.829,0.287,0.348,0.703,0.974,High,,106.000,,694346,1.500,1.581,3.081,1.500,1.100,8.392,name_org,AAA_pitchers_YTD_5_14.csv
Kody Huff,CLE,AAA,hitter,C,25,154,617,0.886,0.880,0.940,0.884,1.000,High,,,,,0.000,3.070,3.070,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Mikey Romero,BOS,AAA,hitter,2B/SS,22,149,523,0.943,0.532,0.173,0.819,1.000,High,,322.000,,702540,0.500,2.555,3.055,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Ben Malgeri,DET,AAA,hitter,OF,26,162,612,0.807,0.914,0.801,0.839,0.940,High,,786.000,,701162,0.500,2.552,3.052,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Jake Bennett,BOS,AAA,pitcher,SP,25,68,269,0.847,0.192,0.178,0.865,0.538,Medium,,348.000,,687562,1.413,1.573,2.986,1.570,1.500,4.895,name_org,AAA_pitchers_YTD_5_14.csv
Tommy Troy,ARI,AAA,hitter,2B/SS,24,173,744,0.726,0.581,0.723,0.683,1.000,High,,117.000,,694371,1.500,1.460,2.960,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Drew Gilbert,SFG,AAA,hitter,OF,25,54,205,0.786,0.914,0.599,0.825,0.360,Medium,,,,,2.025,0.935,2.960,2.250,1.000,2.797,savant_only,AAA_hitters_YTD_5_14.csv
Dylan Crews,WSN,AAA,hitter,OF,24,162,626,0.907,0.779,0.514,0.868,1.000,High,,,,,0.000,2.946,2.946,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Elian Peña,NYM,A,hitter,SS,18,115,448,0.950,0.633,0.791,0.855,0.498,Medium,,146.000,,829033,1.500,1.412,2.912,0.000,0.000,0.000,name_org,A_hitters_YTD_5_14.csv
James Triantos,CHC,AAA,hitter,2B/3B,23,142,520,0.708,0.599,0.455,0.675,1.000,High,,269.000,,701649,1.500,1.402,2.902,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Yohandy Morales,WSN,AAA,hitter,1B/3B,24,154,559,0.867,0.848,0.964,0.862,1.000,High,,,,,0.000,2.893,2.893,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Yohendrick Piñango,TOR,AAA,hitter,OF,24,89,404,0.858,0.565,0.611,0.770,0.629,High,,241.000,,682818,1.500,1.360,2.860,1.360,1.400,7.692,name_org,AAA_hitters_YTD_5_14.csv
Carson Williams,TBR,AAA,hitter,SS,22,131,514,0.895,0.753,0.449,0.852,1.000,High,,,,,0.000,2.817,2.817,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Kendry Rojas,MIN,AAA,pitcher,SP,23,62,260,0.990,0.307,0.298,0.776,0.582,High,,171.000,,696070,1.500,1.284,2.784,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Jonathon Long,CHC,AAA,hitter,1B,24,171,758,0.768,0.401,0.634,0.658,1.000,High,,157.000,,675085,1.500,1.263,2.763,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Luke Adams,MIL,AAA,hitter,1B/3B,22,51,182,0.861,0.940,0.428,0.885,0.401,Medium,,172.000,,702726,1.500,1.236,2.736,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Creed Willems,BAL,AAA,hitter,C/1B,22,140,489,0.765,0.806,0.771,0.777,1.000,High,,491.000,,695735,0.500,2.218,2.718,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Josh Ekness,MIA,AAA,pitcher,RP,24,59,240,0.962,0.289,0.309,0.786,0.509,Medium,,,,,1.503,1.165,2.668,1.670,1.400,2.098,savant_only,AAA_pitchers_YTD_5_14.csv
Charles McAdoo,TOR,AAA,hitter,3B,24,158,664,0.819,0.652,0.675,0.769,1.000,High,,462.000,,807727,0.500,2.153,2.653,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Walbert Ureña,LAA,AAA,pitcher,SP,22,36,157,0.744,0.290,0.378,0.643,0.371,Medium,,635.000,,700712,2.151,0.422,2.573,2.390,1.700,16.084,name_org,AAA_pitchers_YTD_5_14.csv
Juan Brito,CLE,AAA,hitter,2B,24,103,424,0.711,0.619,0.789,0.683,0.728,High,,255.000,,682877,1.500,1.067,2.567,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Wenceel Pérez,DET,AAA,hitter,OF,26,50,198,0.774,0.872,0.536,0.803,0.313,Medium,,,,,1.800,0.761,2.561,2.000,1.600,3.497,savant_only,AAA_hitters_YTD_5_14.csv
Noelvi Marte,CIN,AAA,hitter,3B/OF,24,108,361,0.946,0.855,0.883,0.919,0.763,High,,,,,0.000,2.556,2.556,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Deyvison De Los Santos,MIA,AAA,hitter,1B/DH,22,125,485,0.901,0.432,0.468,0.760,0.983,High,,400.000,,691277,0.500,2.046,2.546,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Brennen Davis,SEA,AAA,hitter,OF,26,146,554,0.720,0.908,0.901,0.776,0.915,High,,686.000,,680695,0.500,2.023,2.523,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Zack Gelof,ATH,AAA,hitter,2B,26,54,227,0.792,0.886,1.000,0.820,0.338,Medium,,,,,1.638,0.867,2.505,1.820,1.300,7.692,savant_only,AAA_hitters_YTD_5_14.csv
Christian Franklin,WSN,AAA,hitter,OF,26,164,651,0.816,0.872,0.611,0.833,0.940,High,,,,,0.000,2.504,2.504,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Christian Moore,LAA,AAA,hitter,2B,23,113,492,0.889,0.819,0.807,0.868,0.844,High,,,,,0.000,2.482,2.482,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Denzer Guzman,LAA,AAA,hitter,SS,22,172,643,0.843,0.506,0.761,0.742,1.000,High,,395.000,,694203,0.500,1.937,2.437,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Ethan Pecko,HOU,AAA,pitcher,SP,23,37,164,0.987,0.279,0.305,0.818,0.367,Medium,,270.000,,814490,1.500,0.936,2.436,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Tyler Black,MIL,AAA,hitter,1B/DH,25,48,205,0.572,0.670,0.541,0.602,0.320,Medium,,374.000,,672012,2.169,0.260,2.429,2.410,2.500,11.888,name_org,AAA_hitters_YTD_5_14.csv
Matthew Etzel,MIA,AAA,hitter,OF,24,124,469,0.822,0.660,0.182,0.773,0.876,High,,719.000,,803033,0.500,1.917,2.417,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Gage Workman,DET,AAA,hitter,3B,26,149,542,0.753,0.982,0.935,0.822,0.934,High,,,,,0.000,2.403,2.403,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Leo Bernal,STL,AAA,hitter,C,22,137,513,0.877,0.610,0.321,0.797,1.000,High,,,,,0.000,2.372,2.372,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Felix Reyes,PHI,AAA,hitter,1B/OF,25,84,298,0.735,0.819,0.922,0.760,0.560,High,,746.000,,694025,1.197,1.166,2.363,1.330,1.100,2.098,name_org,AAA_hitters_YTD_5_14.csv
Victor Bericoto,SFG,AAA,hitter,1B/OF,24,157,613,0.837,0.696,0.545,0.795,1.000,High,,,,,0.000,2.359,2.359,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Hunter Barco,PIT,AAA,pitcher,SP,25,59,235,0.804,0.265,0.327,0.721,0.470,Medium,,114.000,,682995,1.500,0.833,2.333,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Welinton Herrera,COL,AAA,pitcher,SP,22,75,336,0.985,0.299,0.319,0.785,0.793,High,,825.000,,700327,0.500,1.808,2.308,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Zach Ehrhard,LAD,AAA,hitter,OF,23,165,675,0.717,0.328,0.226,0.600,1.000,High,,256.000,,701394,1.500,0.802,2.302,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
