Name,Org,Savant_Level,Player_Type,Pos,Age,PA,Pitches,PS Score,xwOBA,wOBA,Evidence_Score,Confidence,Confidence_Label,Pipeline_Rank,Composite_Rank,MLBAMID,Composite_MLBAMID,Prior_Value,Prospect_Update,Updated_Prospect_Value,Avg_Salary,Last10_Salary,Roster%,Match_Status,Savant_File
Antoni Cuello,STL,A,pitcher,RP,23,53,223,0.132,0.287,0.375,0.250,0.216,Low,,,,,0.000,-0.216,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Tre' Morgan,TBR,AAA,hitter,1B,23,24,108,0.383,0.264,0.166,0.347,0.179,Low,,,,,0.000,-0.220,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jose Cordova,COL,AAA,hitter,C/1B,26,36,127,0.413,0.298,0.158,0.378,0.226,Low,,,,,0.000,-0.220,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Eddie King Jr.,PIT,A,hitter,OF,23,124,546,0.252,0.615,0.766,0.361,0.400,Medium,,,,,0.000,-0.223,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Brett Harris,ATH,AAA,hitter,3B,27,81,311,0.373,0.599,0.664,0.441,0.475,Medium,,,,,0.000,-0.223,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Matthew Tippie,FA,A,pitcher,RP,23,64,271,0.214,0.297,0.370,0.287,0.262,Medium,,,,,0.000,-0.224,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Dylan Dodd,ATL,AAA,pitcher,RP,27,43,187,0.580,0.367,0.425,0.414,0.329,Medium,,,,,0.000,-0.227,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
JoJo Jackson,NYY,A,hitter,OF,23,117,472,0.194,0.705,0.604,0.347,0.378,Medium,,,,,0.000,-0.230,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Brian Zeldin,FA,A,pitcher,RP,25,59,255,0.088,0.285,0.415,0.224,0.213,Low,,,,,0.000,-0.235,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Blake Gillespie,NYY,A,pitcher,SP,22,64,235,0.314,0.357,0.310,0.257,0.243,Low,,,,,0.000,-0.236,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Diego Dominguez,TOR,A,pitcher,RP,21,90,321,0.371,0.333,0.321,0.332,0.353,Medium,,,,,0.000,-0.237,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Ji Hwan Bae,NYM,AAA,hitter,2B/OF,26,125,510,0.428,0.542,0.548,0.462,0.783,High,,,,,0.000,-0.238,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Chris Campos,LAD,AAA,pitcher,RP,25,30,130,0.307,0.273,0.454,0.385,0.260,Medium,,,,,0.000,-0.238,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Luis Durango,NYY,A,hitter,OF,23,51,187,0.115,0.191,0.748,0.138,0.165,Low,,,,,0.000,-0.238,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Jack Barker,PHI,A,hitter,1B/OF,20,43,179,0.201,0.007,0.007,0.143,0.167,Low,,,,,0.000,-0.239,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Simon Juan,NYM,A,hitter,OF,20,79,248,0.410,0.058,0.133,0.304,0.307,Medium,,,,,0.000,-0.240,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Pitterson Rosa,PIT,A,pitcher,RP,21,32,138,0.031,0.338,0.403,0.103,0.152,Low,,,,,0.000,-0.241,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Ricky Castro,MIN,AAA,pitcher,RP,26,25,111,0.510,0.375,0.387,0.355,0.209,Low,,,,,0.000,-0.241,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Kevin Verde,NYY,A,hitter,3B/SS,20,35,118,0.065,0.022,0.072,0.052,0.136,Low,,,,,0.000,-0.244,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Isaac Coffey,BOS,AAA,pitcher,SP,25,75,299,0.490,0.308,0.315,0.449,0.598,High,,,,,0.000,-0.244,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Newremberg Rondon,DET,A,hitter,C,22,44,159,0.072,0.151,0.079,0.096,0.152,Low,,,,,0.000,-0.245,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Yerry De los Santos,NYY,AAA,pitcher,SP,28,69,256,0.412,0.290,0.284,0.427,0.420,Medium,,,,,0.000,-0.245,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Robinson Ortiz,SEA,AAA,pitcher,RP,26,66,284,0.475,0.306,0.249,0.442,0.534,Medium,,,,,0.000,-0.246,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Kaden Echeman,STL,A,pitcher,RP,23,83,365,0.252,0.290,0.361,0.323,0.353,Medium,,,,,0.000,-0.251,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Dayne Pengelly,TOR,A,pitcher,SP,23,55,219,0.170,0.332,0.287,0.203,0.212,Low,,,,,0.000,-0.252,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Brent Iredale,PIT,A,hitter,1B/3B,22,47,194,0.137,0.036,0.014,0.106,0.162,Low,,,,,0.000,-0.255,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Samuel Carpio,MIA,A,pitcher,RP,23,72,292,0.277,0.332,0.368,0.272,0.283,Medium,,,,,0.000,-0.258,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Brendan Cellucci,TOR,AAA,pitcher,RP,27,50,208,0.405,0.297,0.402,0.411,0.366,Medium,,,,,0.000,-0.261,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Luis Peralta,CHC,AAA,pitcher,SP,25,48,218,0.653,0.406,0.459,0.425,0.436,Medium,,,,,0.000,-0.263,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Peyton Wilson,KCR,AAA,hitter,2B/OF,26,47,191,0.349,0.477,0.675,0.388,0.295,Medium,,,,,0.000,-0.264,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Bernard Moon,CIN,A,hitter,2B,21,61,246,0.216,0.162,0.288,0.200,0.224,Low,,,,,0.000,-0.269,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
David Matoma,PIT,A,pitcher,RP,20,49,210,0.346,0.410,0.419,0.225,0.245,Low,,,,,0.000,-0.270,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Chase Meggers,NYM,A,hitter,C/1B,23,75,310,0.187,0.299,0.216,0.221,0.242,Low,,,,,0.000,-0.271,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Ian Daugherty,MIN,A,hitter,C,23,46,195,0.022,0.097,0.119,0.044,0.148,Low,,,,,0.000,-0.271,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Brandon Neeck,PIT,AAA,pitcher,RP,26,42,176,0.445,0.322,0.314,0.397,0.331,Medium,,,,,0.000,-0.272,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Noah Takacs,PIT,A,pitcher,RP,24,61,224,0.019,0.295,0.265,0.163,0.202,Low,,,,,0.000,-0.272,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Ethan Murray,MIL,AAA,hitter,2B/SS,26,91,325,0.461,0.392,0.236,0.440,0.570,High,,,,,0.000,-0.273,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Ramon Sanchez,MIA,A,pitcher,RP,24,38,160,0.025,0.411,0.381,0.016,0.144,Low,,,,,0.000,-0.279,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Brady Choban,LAA,AAA,pitcher,RP,25,41,146,0.296,0.272,0.298,0.380,0.292,Medium,,,,,0.000,-0.279,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Josh Tate,PIT,A,hitter,OF,22,122,465,0.338,0.313,0.327,0.331,0.420,Medium,,,,,0.000,-0.285,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Alex Birge,FA,A,hitter,C,23,68,295,0.101,0.349,0.144,0.175,0.219,Low,,,,,0.000,-0.285,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Brenan Hanifee,DET,AAA,pitcher,RP,27,49,177,0.450,0.332,0.329,0.385,0.312,Medium,,,,,0.000,-0.288,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jonathan Pintaro,NYM,AAA,pitcher,RP,28,91,372,0.399,0.276,0.288,0.441,0.610,High,,,,,0.000,-0.288,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Kyle Nicolas,CIN,AAA,pitcher,RP,27,49,193,0.442,0.323,0.416,0.394,0.340,Medium,,,,,0.000,-0.288,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Eliezer Alfonzo,LAD,AAA,hitter,C,26,86,362,0.310,0.720,0.577,0.433,0.539,Medium,,,,,0.000,-0.288,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Freddy Zamora,MIL,AAA,hitter,SS,27,73,298,0.370,0.520,0.095,0.415,0.428,Medium,,,,,0.000,-0.290,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Anthony Volpe,NYY,AAA,hitter,SS,25,42,149,0.482,0.105,0.074,0.369,0.280,Medium,,,,,0.000,-0.293,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Carlos Peña,DET,AAA,pitcher,SP,27,39,152,0.312,0.291,0.203,0.360,0.268,Medium,,,,,0.000,-0.300,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Reidis Sena,BOS,AAA,pitcher,SP,25,54,225,0.575,0.364,0.417,0.415,0.450,Medium,,,,,0.000,-0.305,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Cade Fergus,PHI,AAA,hitter,OF,25,27,117,0.401,0.018,0.035,0.286,0.180,Low,,,,,0.000,-0.308,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Conner Ware,NYM,A,pitcher,SP,22,98,386,0.333,0.334,0.401,0.306,0.399,Medium,,,,,0.000,-0.310,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Dane Acker,TEX,AAA,pitcher,SP,27,70,318,0.538,0.339,0.360,0.431,0.560,High,,,,,0.000,-0.311,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Rafael Flores Jr.,PIT,AAA,hitter,1B,25,146,578,0.503,0.357,0.280,0.459,0.973,High,,,,,0.000,-0.318,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Ryan Fernandez,STL,AAA,pitcher,RP,27,44,186,0.447,0.335,0.268,0.378,0.327,Medium,,,,,0.000,-0.319,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Will Vierling,PHI,A,hitter,C,22,78,287,0.173,0.273,0.273,0.203,0.269,Medium,,,,,0.000,-0.320,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Garrett Schoenle,CHW,AAA,pitcher,RP,27,31,111,0.186,0.282,0.268,0.293,0.195,Low,,,,,0.000,-0.324,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Greiber Mendez,PIT,A,pitcher,RP,22,77,280,0.233,0.347,0.405,0.220,0.290,Medium,,,,,0.000,-0.325,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Sam Robertson,NYM,A,hitter,2B/3B/OF,21,96,390,0.273,0.259,0.439,0.269,0.352,Medium,,,,,0.000,-0.325,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Peyton Havard,PHI,A,pitcher,RP,24,68,248,0.057,0.333,0.417,0.127,0.224,Low,,,,,0.000,-0.333,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Jayvien Sandridge,BAL,AAA,pitcher,RP,27,33,152,0.357,0.320,0.423,0.343,0.268,Medium,,,,,0.000,-0.335,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Liam Best,STL,A,pitcher,RP,22,59,253,0.195,0.357,0.358,0.179,0.262,Medium,,,,,0.000,-0.336,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Luis Victorino,TOR,A,pitcher,RP,23,64,231,0.044,0.331,0.424,0.122,0.224,Low,,,,,0.000,-0.338,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Will Wagner,SDP,AAA,hitter,2B/3B,27,40,200,0.187,0.619,0.620,0.316,0.235,Low,,,,,0.000,-0.345,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Roilan Portuondo,PIT,A,pitcher,RP,27,65,267,0.006,0.342,0.398,0.080,0.206,Low,,,,,0.000,-0.345,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Tyler Pettorini,PHI,A,hitter,2B/3B,23,77,287,0.144,0.173,0.040,0.153,0.248,Low,,,,,0.000,-0.345,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Raimundo De Los Santos,TOR,A,hitter,OF,21,57,235,0.094,0.050,0.086,0.081,0.209,Low,,,,,0.000,-0.351,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Thomas Gavello,SFG,AAA,hitter,2B/3B,24,87,360,0.470,0.328,0.209,0.427,0.615,High,,,,,0.000,-0.357,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Andrew Pogue,FA,A,pitcher,RP,25,82,310,0.038,0.309,0.423,0.153,0.259,Medium,,,,,0.000,-0.359,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Pete Hansen,STL,AAA,pitcher,SP,25,65,244,0.377,0.288,0.316,0.407,0.488,Medium,,,,,0.000,-0.362,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Joey Mancini,HOU,AAA,pitcher,SP,26,65,259,0.545,0.357,0.354,0.407,0.487,Medium,,,,,0.000,-0.363,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Duke Ellis,NYY,AAA,hitter,OF,28,54,232,0.292,0.470,0.717,0.345,0.295,Medium,,,,,0.000,-0.365,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Sergio Tapia,DET,A,hitter,C,23,70,269,0.043,0.201,0.353,0.091,0.226,Low,,,,,0.000,-0.370,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Juan Benjamin,CLE,AAA,hitter,2B/3B,23,51,222,0.476,0.151,0.084,0.378,0.381,Medium,,,,,0.000,-0.371,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Austin Smith,TOR,A,hitter,OF,23,90,338,0.180,0.162,0.058,0.174,0.290,Medium,,,,,0.000,-0.378,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Braxton Garrett,MIA,AAA,pitcher,SP,28,119,467,0.457,0.302,0.238,0.437,0.766,High,,,,,0.000,-0.385,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Sam Benschoter,CIN,AAA,pitcher,SP,28,99,376,0.467,0.316,0.411,0.421,0.617,High,,,,,0.000,-0.387,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Trenton Denholm,CLE,AAA,pitcher,SP,26,158,563,0.460,0.296,0.355,0.448,0.940,High,,,,,0.000,-0.388,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Joander Suarez,NYM,AAA,pitcher,SP,26,44,190,0.417,0.333,0.452,0.362,0.357,Medium,,,,,0.000,-0.395,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
AJ Salgado,FA,A,hitter,IF,24,108,419,0.086,0.442,0.496,0.193,0.325,Medium,,,,,0.000,-0.399,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Dayne Leonard,FA,AAA,hitter,C,26,29,111,0.093,0.532,0.895,0.225,0.182,Low,,,,,0.000,-0.400,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Mason Davenport,FA,A,pitcher,RP,21,54,237,0.151,0.379,0.506,0.116,0.261,Medium,,,,,0.000,-0.401,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Ediel Rivera,NYY,A,hitter,C,20,84,336,0.209,0.144,0.050,0.189,0.326,Medium,,,,,0.000,-0.406,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Matthew Dalquist,MIN,A,pitcher,SP,23,76,276,0.082,0.348,0.359,0.120,0.267,Medium,,,,,0.000,-0.406,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Griff McGarry,LAD,AAA,pitcher,RP,26,59,260,0.470,0.333,0.355,0.396,0.489,Medium,,,,,0.000,-0.406,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Josh Simpson,SEA,AAA,pitcher,RP,28,38,175,0.204,0.271,0.192,0.322,0.287,Medium,,,,,0.000,-0.410,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jair Camargo,ATL,AAA,hitter,C/DH,26,89,341,0.425,0.367,0.104,0.408,0.558,High,,,,,0.000,-0.413,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Braden Shewmake,HOU,AAA,hitter,3B/SS,28,35,120,0.111,0.506,0.203,0.230,0.191,Low,,,,,0.000,-0.414,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jared Shuster,STL,AAA,pitcher,RP,27,46,168,0.339,0.327,0.430,0.321,0.296,Medium,,,,,0.000,-0.424,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Trace Bright,BAL,AAA,pitcher,SP,25,38,143,0.425,0.369,0.461,0.309,0.286,Medium,,,,,0.000,-0.436,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Sebastián Rivero,LAA,AAA,hitter,C,27,50,176,0.380,0.158,0.078,0.313,0.293,Medium,,,,,0.000,-0.439,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Mario Camilletti,CHW,AAA,hitter,2B/3B,27,104,479,0.280,0.709,0.901,0.409,0.610,High,,,,,0.000,-0.445,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Ryan Bergert,KCR,AAA,pitcher,SP,26,41,185,0.523,0.433,0.319,0.340,0.348,Medium,,,,,0.000,-0.446,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Ryan Cusick,PHI,AAA,pitcher,SP,26,136,558,0.563,0.343,0.336,0.441,0.940,High,,,,,0.000,-0.447,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Blake Dunn,CIN,AAA,hitter,OF,27,129,480,0.377,0.542,0.330,0.426,0.757,High,,,,,0.000,-0.447,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jatnk Diaz,DET,A,pitcher,RP,21,84,306,0.145,0.345,0.387,0.166,0.337,Medium,,,,,0.000,-0.450,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Cameron Foster,BAL,AAA,pitcher,RP,27,49,198,0.422,0.350,0.481,0.338,0.348,Medium,,,,,0.000,-0.452,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Will Cresswell,TOR,A,hitter,C,22,72,285,0.050,0.014,0.022,0.040,0.248,Low,,,,,0.000,-0.457,0.000,0.000,0.000,0.000,savant_only,A_hitters_YTD_5_14.csv
Andrew Navigato,DET,AAA,hitter,2B/SS,27,44,151,0.202,0.447,0.559,0.275,0.258,Medium,,,,,0.000,-0.464,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Caden Connor,CHW,AAA,hitter,1B/OF,25,102,383,0.449,0.328,0.343,0.413,0.680,High,,,,,0.000,-0.475,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Skylar Hales,STL,AAA,pitcher,RP,24,73,286,0.427,0.312,0.368,0.402,0.606,High,,,,,0.000,-0.477,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Pedro Garcia,DET,A,pitcher,RP,24,84,342,0.075,0.351,0.377,0.111,0.308,Medium,,,,,0.000,-0.480,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Noah Palmese,TOR,A,pitcher,RP,22,67,249,0.050,0.390,0.431,0.033,0.257,Medium,,,,,0.000,-0.481,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
MT Morrissey,FA,A,pitcher,SP,24,76,296,0.063,0.385,0.317,0.049,0.267,Medium,,,,,0.000,-0.482,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Nick Loftin,KCR,AAA,hitter,2B,27,39,126,0.145,0.432,0.654,0.231,0.229,Low,,,,,0.000,-0.493,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Jordan Wicks,CHC,AAA,pitcher,SP,26,76,291,0.515,0.357,0.454,0.387,0.547,Medium,,,,,0.000,-0.493,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Josh Hendrickson,HOU,AAA,pitcher,SP,28,76,295,0.286,0.273,0.293,0.372,0.484,Medium,,,,,0.000,-0.494,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Nic Kent,COL,AAA,hitter,2B/SS,26,34,149,0.130,0.380,0.524,0.205,0.213,Low,,,,,0.000,-0.504,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Brian Arias,NYY,A,pitcher,RP,22,80,297,0.126,0.403,0.451,0.082,0.307,Medium,,,,,0.000,-0.514,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Eli Villalobos,SDP,AAA,pitcher,RP,28,66,253,0.279,0.287,0.351,0.345,0.415,Medium,,,,,0.000,-0.514,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Onix Vega,NYM,AAA,hitter,C,27,23,100,0.030,0.009,0.114,0.024,0.135,Low,,,,,0.000,-0.514,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Sean Sullivan,COL,AAA,pitcher,SP,23,172,682,0.435,0.294,0.361,0.435,1.000,High,,524.000,,807743,0.500,-0.518,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Dustin Dickerson,KCR,AAA,hitter,SS,25,39,158,0.301,0.133,0.039,0.251,0.260,Medium,,,,,0.000,-0.519,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Mason Green,COL,AAA,pitcher,RP,27,86,332,0.324,0.278,0.317,0.389,0.584,High,,,,,0.000,-0.520,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Kade Strowd,ARI,AAA,pitcher,RP,28,65,266,0.314,0.298,0.324,0.351,0.436,Medium,,,,,0.000,-0.522,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Luis Gastelum,STL,AAA,pitcher,RP,24,91,366,0.482,0.326,0.322,0.415,0.776,High,,809.000,,703725,0.500,-0.525,0.000,0.000,0.000,0.000,name_org,AAA_pitchers_YTD_5_14.csv
Zac Leigh,CHC,AAA,pitcher,RP,28,80,326,0.317,0.283,0.324,0.376,0.535,Medium,,,,,0.000,-0.530,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Brandon Cain,PIT,A,pitcher,RP,21,86,352,0.208,0.378,0.322,0.154,0.387,Medium,,,,,0.000,-0.536,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Marc Church,TEX,AAA,pitcher,RP,25,53,211,0.472,0.369,0.489,0.340,0.422,Medium,,,,,0.000,-0.539,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Woo-Suk Go,DET,AAA,pitcher,RP,27,28,124,0.168,0.339,0.261,0.191,0.218,Low,,,,,0.000,-0.540,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Danny Flatt,NYY,A,pitcher,SP,21,89,333,0.201,0.412,0.323,0.131,0.366,Medium,,,,,0.000,-0.541,0.000,0.000,0.000,0.000,savant_only,A_pitchers_YTD_5_14.csv
Juan Sanchez,SFG,AAA,pitcher,RP,25,39,177,0.392,0.357,0.438,0.307,0.354,Medium,,,,,0.000,-0.546,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Aaron Zavala,TEX,AAA,hitter,OF,25,125,505,0.440,0.367,0.566,0.418,0.833,High,,,,,0.000,-0.546,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Justin King,MIA,AAA,pitcher,RP,28,22,104,0.143,0.400,0.461,0.093,0.171,Low,,,,,0.000,-0.555,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Oliver Dunn,CHW,AAA,hitter,3B,28,161,651,0.316,0.645,0.675,0.415,0.820,High,,,,,0.000,-0.559,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Michael Sansone,FA,AAA,pitcher,SP,26,64,229,0.420,0.350,0.321,0.336,0.431,Medium,,,,,0.000,-0.564,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Jack Little,DET,AAA,pitcher,SP,28,68,266,0.382,0.334,0.345,0.337,0.436,Medium,,,,,0.000,-0.568,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Bryan Ramos,BAL,AAA,hitter,3B,24,126,509,0.509,0.212,0.154,0.420,0.890,High,,648.000,,682868,0.500,-0.570,0.000,0.000,0.000,0.000,name_org,AAA_hitters_YTD_5_14.csv
Darren Baker,CHW,AAA,hitter,2B/DH,27,37,135,0.123,0.276,0.084,0.169,0.217,Low,,,,,0.000,-0.575,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
Zak Kent,WSN,AAA,pitcher,RP,28,46,181,0.171,0.298,0.367,0.257,0.297,Medium,,,,,0.000,-0.576,0.000,0.000,0.000,0.000,savant_only,AAA_pitchers_YTD_5_14.csv
Mike Jarvis,PIT,AAA,hitter,2B,28,27,103,0.003,0.030,0.095,0.011,0.148,Low,,,,,0.000,-0.577,0.000,0.000,0.000,0.000,savant_only,AAA_hitters_YTD_5_14.csv
